voter_id	voter_surname	voter_name
2157	Konopáè	Jiøí
2158	Kontra	Martin
2159	Kontríková	Mária
2160	Konvalina	Josef
2161	Konvit	Ján
2162	Kopasz	Jozef
2163	Kopeèek	Julius
2164	Kopecká	Anna
2165	Kopecká	Ludmila
2166	Kopeckı	František
2167	Kopeckı	Jan
2168	Kopeckı	Jaromír
2169	Kopeckı	Josef
2170	Kopeckı	Václav
2171	Kopeckı	Zdenìk
2172	Kopenec	Jaroslav
2173	Kopøiva	František
2174	Kopøiva	Ladislav
2175	Kopøiva	Tomáš
2176	Kopsa	Jiøí
2177	Koráb	Jaroslav
2178	Koráò	Ondrej
2179	Koranda	Stanislav
2180	Korbe¾ová	Albìta
2181	Korèák	Josef
2182	Kordaè	František
2183	Kordiak	Miroslav
2184	Korf	Jindøich
2185	Korger	Jan
2186	Koøínek	Adolf
2187	Korláth	Endre
2188	Korman	Miroslav
2189	Körmendy-Ékes	Lájos
2190	Kos	Jaroslav
2191	Kóša	Jozef
2192	Košala	Pavol
2193	Koscelanskı	Ján
2194	Košek	Václav
2195	Kosik	István
2196	Kosmel	Eduard
2197	Košnár	Jozef
2198	Kosorín	Jozef
2199	Kossey	Pavel
2200	Košál	Albert
2201	Koštejn	Rudolf
2202	Kostelka	Bedøich
2203	Kostka	Karel
2204	Kostka	Karl
2205	Kostková	Vlasta
2206	Kostya	Libor
2207	Kotáb	Antonín
2208	Kotasová	Marta
2209	Kotková	Emílie
2210	Kotlebová	Olga
2211	Kotlebová	O¾ga
2212	Kotoulek	Radko
2213	Kotrba	František
2214	Kotrlová	Helena
2215	Kotrlı	Zdenìk
2216	Kotvald	Jan
2217	Kotınek	Josef
2218	Kouba	Jan
2219	Kouba	Jindøich
2220	Koubek	Ladislav
2221	Kouckı	Vladimír
2222	Koudelka	Jan
2223	Koudelová	Mária
2224	Kouša	Josef
2225	Kout	Josef
2226	Koutnı	Tomáš
2227	Koutnı	Václav
2228	Koutskı	Jan
2229	Koutskı	Jaroslav
2230	Kováè	Ján
2231	Kováè	Ladislav
2232	Kováè	Marián
2233	Kováè	Michal
2234	Kováè	Michal
2235	Kováè	Roman
2236	Kováè	Štefan
2237	Kováè	Zdenek
2238	Kovaèiè	Desider
2239	Kováèik	Ján
2240	Kováèik	Juraj
2241	Kovalèík	Leopold
2242	Kovalèíková	Jolana
2244	Kováø	Antonín
2245	Kováø	Jiøí
2246	Kováø	Mojmír
2247	Kovaøík	Josef
2248	Kovaøíková	Drahomíra
2249	Kováøová	Helena
2250	Kováøová	Vlasta
2251	Koyš	Pavel
2252	Koyšová	Elena
2253	Koza	Josef
2254	Kozák	Antonín
2255	Kozák	Bohumil
2256	Kozák	František
2257	Kozák	Jan
2258	Kozák	Miroslav
2259	Kozánek	Petr
2260	Kozel	Jaroslav
2261	Kozelka	Bedøich
2262	Koeluhová-Procházková	Helena
2263	Koešník	Jaroslav
2264	Koík	Anton
2265	Koík	Viliam
2266	Krafèáková	Anna
2267	Krafková	Jaroslava
2268	Krajèír	František
2269	Krajhanzl	Jaroslav
2270	Krajina	Vladimír
2271	Kraková	Mária
2272	Král	Alois
2273	Král	Bartolomìj
2274	Král	Josef
2275	Krá¾	Ábel
2276	Králíèek	Stanislaus
2277	Králíèek	Václav
2278	Králíèková	Hana
2279	Králík	František
2280	Králová	Helena
2281	Králová	Marie
2282	Králová	Zdeòka
2283	Kramáø	Karel
2284	Kramárová	Vilma
2285	Krátká	Alena
2286	Krátkı	Jan
2287	Krátkı	Jiøí
2288	Krátkı	Petr
2289	Kratochvíl	Bohuslav
2290	Kratochvíl	Jaroslav
2291	Kratochvíl	Josef
2292	Kratochvíl	Vladimír
2293	Kratochvílová	Marie
2294	Kraus	Josef
2295	Kraus	Petr
2296	Kraus	Vinzenz
2297	Krauskopf	Even
2298	Krè	Zdenìk
2299	Krèek	Antonín
2300	Krèma	Ladislav
2301	Krebs	Hans
2302	Krehan	Hermann
2303	Kreibich	Karl
2304	Krejcar	Miloš
2305	Krejèí	F. V.
2306	Krejèí	František
2307	Krejèí	Franz
2308	Krejèí	Jan
2309	Krejèí	Jiøí
2310	Krejèí	Josef
2311	Krejèí	Vilém
2312	Krejèí	Vítìzslav
2313	Krejèová	Zdenka
2314	Krejsa	Jiøí
2315	Mareèková	Boena
2316	Køemen	Adolf
2317	Kremláèková	Boena
2318	Kremser	Heinrich
2319	Køenek	Drahoslav
2320	Køenek	Oldøich
2321	Køenová	Nadìda
2322	Køepek	Franz
2323	Køepela	František
2324	Køièenskı	Václav
2325	Kriegel	František
2326	Krist	Jan
2327	Kristková	Marie
2328	Krištofík	Štefan
2329	Krivda	Peter
2330	Køivskı	Zdenìk
2331	Krí	Jozef
2332	Køí	Alois
2333	Køí	Erich
2334	Køí	Ivan
2335	Køí	Josef
2336	Køí	Karel
2337	Køika	Vladimír
2338	Køíková	Jarmila
2339	Køíová	Marie
2340	Kròávek	Václav
2341	Krofta	Jaroslav
2342	Kroiher	František
2343	Krosnáø	Josef
2344	Krouskı	Otakar
2345	Kršiak	Matej
2346	Krubl	Pavel
2347	Krumer	Vladislav
2348	Krumpe	Hans
2349	Kruntorád	Josef
2350	Krúpalová	Estera
2351	Krupík	František
2352	Krutina	Vratislav
2353	Kryll	Josef
2354	Krystyník	Pavel
2355	Kuba	František
2356	Kubaè	František
2357	Kubál	Andrej
2358	Kubánek	Jaromír
2359	Kubánek	Oldøich
2360	Kubánek	Vladimír
2361	Kubant	František
2362	Kubát	František
2363	Kubát	Josef
2364	Kubát	Milan
2365	Kubec	Marcel
2366	Kubìna	Rudolf
2367	Kubeš	František
2368	Kubešová	Libuše
2369	Kubièár	Pavol
2370	Kubíèek	Antonín
2371	Kubíèek	František
2372	Kubíèek	Josef
2373	Kubíèek	Ladislav
2374	Kubicsko	Michal
2375	Kubín	František
2376	Kubín	Karel
2377	Kubín	Zdenìk
2378	Kubinskı	Florián
2379	Kubiš	Robert
2380	Kubišová	Bohumila
2381	Kubišta	Jan
2382	Kubištová	Emília
2383	Kuboš	Jaroslav
2384	Kubrt	Karel
2385	Kuèa	Jaromír
2386	Kuèera	Bohuslav
2387	Kuèera	Felix
2388	Kuèera	Jan
2389	Kuèera	Jaroslav
2390	Kuèera	Jaroslav
2391	Kuèera	Jaroslav
2392	Kuèera	Ladislav
2393	Kuèera	Matúš
2394	Kuèera	Milan
2395	Kuèera	Miloslav
2396	Kuèera	Miroslav
2397	Kuèera	Petr
2398	Kuèera	Stanislav
2399	Kuèera	Václav
2400	Kuèera	Vladimír
2401	Kuèera	Zdenìk
2402	Kuèerák	Jozef
2403	Kuèerová	Marcela
2404	Kudela	Josef
2406	Kudláèková	Boena
2407	Kudryová	Mária
2408	Kudzej	Michal
2409	Kugel	Chaim
2410	Kugler	František
2411	Kuhnová	Elvira
2412	Kuchaøová	Jarmila
2413	Kuchárová	Erika
2414	Kuka	Jozef
2415	Kukla	František
2416	Kuklínek	Cyril
2417	Kukrál	Stanislav
2418	Kukrecht	Jan
2419	Kukuèka	Martin
2420	Kulan	Peter
2421	Kulièka	Josef
2422	Kulíèková	Ludmila
2423	Kulich	Martin
2424	Kulichová-Sutórisová	Matilda
2425	Kuljovskı	Rudolf
2426	Kulovanı	Miloš
2427	Kuna	Stanislav
2428	Kundrata	Richard
2429	Kundt	Ernst
2430	Kunkela	Jozef
2431	Kunst	Robert
2432	Kunstová	Anna
2433	Kunz	Alois
2434	Kunz	Lothar
2435	Künzel	Franz
2436	Kupèík	František
2437	Kupèík	Stanislav
2438	Kupka	Rudolf
2439	Kürbel	Josef
2440	Kuriš	Ján
2441	Kùrka	Václav
2442	Kuropka	Štefan
2443	Kurak	Ivan
2444	Kurák	Michal
2445	Kušík	Štefan
2446	Kùsová	Irena
2447	Kusı	Miroslav
2448	Kut	Karel
2449	Kùta	Josef
2450	Kútik	Vincent
2451	Kutiš	František
2452	Kutiš	Pavel
2453	Kuelová	Václava
2454	Kvaèkaj	Peter
2455	Kvapil	Jaroslav
2456	Kvapilová	Jaroslava
2457	Kvasil	Bohumil
2458	Kvasnica	Augustin
2459	Kvasnièka	Josef
2460	Kvasnièka	Ladislav
2461	Kvasnicová	Libuše
2462	Kvìt	Jan
2463	Kvetko	Martin
2464	Kvidera	Jan
2465	Kyjovskı	Vojtìch
2466	Kyncl	František
2467	Kypr	Ondøej
2468	Kyselı	Jozef
2469	Kyzr	Pavel
2470	Labaj	Ludevít
2471	Lacek	Josef
2472	Lacina	Jiøí
2473	Lacinová	Jana
2474	Laco	Karol
2475	Ladislav	Bohumil
2476	Ládr	Jiøí
2477	Lajèiak	Vladimír
2478	Lajkep	Miroslav
2479	Lakata	Andrej
2480	Lakomı	František
2481	Laluha	Ivan
2482	Lanc	Josef
2483	Landová-Štychová	Luisa
2484	Lang	Jaromír
2485	Langer	Alois
2486	Langer	Gerard
2487	Langerová	Anna
2488	Langoš	Ján
2489	Langr	František
2490	Lapárová	Magdaléna
2491	Lapiš	Alois
2492	Lapka	Miloslav
2493	Lastovecká	Dagmar
2494	Laštovièka	Bohuslav
2495	Laštovièka	Zdenìk
2496	Latner	Jan
2497	Laube	Rudolf
2498	Laušman	Bohumil
2499	Lavièka	Václav
2500	Lazor	Ján
2501	Lederer	Jiøí
2502	Ledl	Jaroslav
2503	Ledl	Lubomír
2504	Lefflerová	Nina
2505	Leflerová	Drahomíra
2506	Leflerová	Helena
2507	Lehnert	Wenzel
2508	Lehockı	Emanuel
2509	Lechanová	Emilia
2510	Leibl	Dominik
2511	Leichman	Jarolím
2512	Lelley	Jenö
2513	Lenárt	Jozef
2514	Lenskı	Igor
2515	Lentvorskı	Jaroslav
2516	Lér	Leopold
2517	Lesák	Josef
2518	Lešèišin	Ivan
2519	Leška	Václav
2520	Letavajová	Pavla
2521	Letrich	Jozef
2522	Lettrich	Jozef
2523	Levkaniè	Igor
2524	Lhotka	Jaroslav
2525	Líbal	Vladimír
2526	Liboviè	Juraj
2527	Liebl	Otto
2528	Lieskovská	Valéria
2529	Lietavec	Jozef
2530	Lietavská	Zdeòka
2531	Lichner	Ján
2532	Limpouch	Josef
2533	Linczényi	¼udovít
2534	Lindauer	Jaroslav
2535	Linhart	Jaroslav
2536	Linhart	Josef
2537	Linhart	Viktor
2538	Lipianska	Mária
2539	Lipovskı	Ivan
2540	Lis	Ladislav
2541	Lišèák	Vladislav
2542	Lischka	Adolf
2543	Liška	Emil
2544	Liška	Jiøí
2545	Liška	Ladislav
2546	Líška	Ján
2547	Líška	Jozef
2548	Lišková	Eva
2549	Litera	Josef
2550	Litvaj	Vladimír
2551	Litvajová	Elena
2552	Livinka	Štefan
2553	Lnìnièka	Václav
2554	Loberšíner	Jan
2555	Löbl	Karel
2556	Lodgman	Rudolf
2557	Lohr	Václav
2558	Lohynskı	František
2559	Lochner	Josef
2560	Lokota	Ivan
2561	Lokscha	Hans
2562	Lomskı	Bohumír
2563	Longa	Martin
2564	Lorencová	Marta
2565	Lörincz	Július
2566	¼orko	Ján
2567	Losseová	Jarmila
2568	Loubal	Gustav
2569	Loutchan	Stanislav
2570	Lovìtínskı	Èestmír
2571	Löwa	Eduard
2572	Lubinská	Marie
2573	Lúèan	Matej
2574	Ludva	Štefan
2575	Luka	Josef
2576	Lukáè	Emil
2577	Lukaèoviè	Jozef
2578	Lukavskı	František
2579	Lukeš	Josef
2580	Lukeš	Milan
2581	Lupaè	Josef
2582	Luptáková	Anna
2583	Luschka	Felix
2584	Lua	Bohuslav
2585	Luová	Ludmila
2586	Lyèka	Václav
2587	Lyèková	Boena
2588	Máca	Zbynìk
2589	Macek	Boík
2590	Macek	Josef
2591	Macek	Miroslav
2592	Macek	Pavel
2593	Macoun	Franz
2594	Macúch	Pavel
2595	Macura	Josef
2596	Macuška	Dušan
2597	Madarász	Alexander
2598	Magyar	František
2599	Mach	Jakub
2600	Mach	Miroslav
2601	Machaè	Jaromír
2602	Macháèek	Jan
2603	Macháèek	Pavel
2604	Macháèek	Zdenìk
2605	Machaèka	Josef
2606	Machaèová-Dostálová	Boena
2608	Machálek	Rudolf
2609	Machar	Josef
2610	Machát	Antonín
2611	Machata	Augustín
2612	Machník	František
2613	Macho	Vendelín
2614	Machoò	Jan
2615	Maiwald	Karel
2616	Majer	Václav
2617	Majerová	ofie
2618	Majling	Pavol
2619	Major	Štefan
2620	Majtán	Ferdinand
2621	Majtanová	Veronika
2622	Majtl	František
2623	Mako	Alojz
2624	Makovickı	Vladimír
2625	Malá	Anna
2626	Maláèková	Antonie
2627	Maleèek	Stanislav
2628	Malecká	Jarmila
2629	Malecká	O¾ga
2630	Malejovskı	Josef
2631	Málek	Alois
2632	Málek	Ivan
2633	Maleòáková	Jarmila
2634	Malík	Jaroslav
2635	Malík	Jozef
2636	Malík	Rudolf
2637	Malík	Zdenìk
2638	Malíková	Vlasta
2639	Malina	Jozef
2640	Malina	Zdenìk
2641	Maliòák	Ján
2642	Malínskı	František
2643	Malíø	Dalibor
2644	Malíø	František
2645	Malivánek	Emil
2646	Malkus	Jan
2647	Malı	Cyril
2648	Malı	František
2649	Malı	Jiøí
2650	Malı	Josef
2651	Malı	Michal
2652	Malı	Oldøich
2653	Malypetr	Jan
2654	Mamráková	Anna
2655	Mamula	Miroslav
2656	Manca	Štefan
2657	Manïák	Eduard
2658	Mandi	Imrich
2659	Mandler	Emanuel
2660	Mandli	Imrich
2661	Mandovec	Václav
2662	Mánik	Emil
2663	Maøas	František
2664	Marèák	Ján
2665	Marek	Jaroslav
2666	Marek	Josef
2667	Marek	Ludvík
2668	Marek	Oskar
2669	Marek	Slavoj
2670	Mareš	František
2671	Mareš	Josef
2672	Marešová	Anna
2673	Nejezchleb-Marcha	Dominik
2674	Marienko	František
2675	Maøík	Vladimír
2676	Mark	Vincenz
2677	Marko	Ján
2678	Markoviè	Ivan
2679	Márnotová	Irena
2680	Maršalko	Jan
2681	Maršálová	Olga
2682	Marták	Ján
2683	Martanoviè	Rudolf
2684	Martinák	Ladislav
2685	Martinásek	Martin
2686	Martinèicová	Viera
2687	Martinec	Josef
2688	Martinec	Josef
2689	Martinka	Karol
2690	Martinková	Ludmila
2691	Martínková	Alena
2692	Marton	Ivan
2693	Marušák	Josef
2694	Marušinec	Ivan
2695	Maryška	Jiøí
2696	Masaryková	Alice
2697	Mašata	František
2698	Mašatová	Milada
2699	Mašek	František
2700	Mašek	Jaromír
2701	Mašek	Jaroslav
2702	Mašek	Josef
2703	Mašek	Pavel
2704	Masopust	Zdenìk
2705	Matej	Imrich
2706	Matìjièka	Jozef
2707	Matìjka	František
2708	Matìjka	Josef
2709	Matìjka	Ladislav
2710	Matìjka	Miloš
2711	Matìjková	Anna
2712	Matìjková	Marie
2713	Matìjková	Vlasta
2714	Materna	Petr
2715	Máthé	Igor
2716	Matík	Ján
2717	Matisová	Gabriela
2718	Mátl	Jan
2719	Matochová	Soòa
2720	Matoušek	František
2721	Matoušek	Jaroslav
2722	Matoušek	Josef
2723	Matrka	Valentin
2724	Mattoš	Pavol
2725	Mattuš	Jaroslav
2726	Matuchová	Anna
2727	Matula	Vladimír
2728	Matušek	Jaromír
2729	Matuška	Alexander
2730	Matyáš	Jaroslav
2731	Matyáš	Jindøich
2732	Matyáš	Mirko
2733	Matısek	František
2734	Matısková	Adéla
2735	Matysová	Anna
2736	Matzner	Franz
2737	Maurer	Július
2738	Maxa	Prokop
2739	Maxian	Jan
2740	May	Franz
2741	Mayer	Josef
2742	Mayer	Samu
2743	Mayr-Harting	Robert
2744	Mazálek	Antonín
2745	Mazanec	Gustav
2746	Mazúr	Ján
2747	Meèiar	Vladimír
2748	Meèíø	Karel
2749	Meèl	Josef
2750	Mede	Gejza
2751	Mederlı	Karol
2752	Medinger	Wilhelm
2753	Medøickı	Jiøí
2754	Medveckı	Karol
2755	Medveckı	Ludevít
2756	Mìhı	Richard
2757	Mìchura	Jan
2758	Meier	Josef
2759	Meissner	Alfréd
2760	Meixner	František
2761	Melocík	Karol
2762	Meluzínová	Marie
2763	Meòhár	Štefan
2764	Mìrák	Pavel
2765	Mercell	Peter
2766	Mìøièka	Václav
2767	Merta	Rudolf
2768	Mesík	Juraj
2769	Mestek	Karel
2770	Meszáros	¼udovít
2771	Mészárosová	Irena
2772	Mészárošová	Blaena
2773	Metelka	Jindøich
2774	Mevald	Josef
2775	Mezník	Jaroslav
2776	Mezník	Pavel
2777	Mièanová	Viléma
2778	Mièieta	Igor
2779	Mièinová	Albìta
2780	Mièka	Emanuel
2781	Míèka	Josef
2782	Micovèin	Vasil
2783	Mièura	Martin
2784	Migotová	Marie
2785	Mihalik	Marcel
2786	Mihálik	Ján
2787	Mihálik	Jozef
2788	Mihálik	Vojtech
2789	Mihályi	Molnár
2790	Michalec	Miroslav
2791	Michalec	Václav
2792	Michálek	František
2793	Michálek	Pøemysl
2794	Michaliè	Gabriel
2795	Michalièka	Augustin
2796	Michalík	Dezider
2797	Michalka	Jan
2798	Michalková	Štefánia
2799	Michalski	Karel
2800	Michele	František
2801	Michlová	Hana
2802	Míka	Zdenìk
2803	Mikan	Vladimír
2804	Mikeska	Jan
2805	Mikle	Vincenc
2806	Miklós	István
2807	Mikloško	Jozef
2808	Mikošová	Zuzana
2809	Miková	Alena
2810	Miková	Marie
2811	Míková	Anna
2812	Mikuláš	Martin
2813	Mikuláš	Václav
2814	Mikulášek	Stanislav
2815	Mikule	Vladimír
2816	Mikuleckı	Jan
2817	Mikulíèek	Vítìzslav
2818	Mikundová	Oldøiška
2819	Miler	Josef
2820	Miller	Petr
2821	Mináè	Vladimír
2822	Minárik	Štefan
2823	Minárová	Anna
2824	Minïaš	Jozef
2825	Minïáš	Jozef
2826	Mindoš	Michal
2827	Minka	Július
2828	Mišeje	František
2829	Mišík	Vladimír
2830	Miska	Jaroslav
2831	Míšková	Jaroslava
2832	Mišura	Jozef
2833	Mítek	Ludvík
2834	Mitrová	Eva
2835	Mitrovèák	Jan
2836	Mitter	Pavol
2837	Mixán	Josef
2838	Mjartan	Ivan
2839	Mjartan	Jozef
2840	Mlèák	Jaroslav
2841	Mlèoch	František
2842	Mlèoch	Rudolf
2843	M¾kvy	Augustín
2844	Mlynár	Štefan
2845	Mlynárik	Ján
2846	Moc	Miroslav
2847	Mockovèiak	Ján
2848	Modráèek	František
2849	Mohorita	Vasil
2850	Mojto	František
2851	Mokošínová	Alena
2852	Mokošová	ofia
2853	Moldan	Bedøich
2854	Molík	František
2855	Molnár	Juraj
2856	Molnár	Ladislav
2857	Molnárová	Alena
2858	Molnárová	Paulína
2859	Moltašová	Jana
2860	Monczka	Erich
2861	Mondok	Ivan
2862	Moravèík	Jozef
2863	Moravèík	Vladimír
2864	Moravèíková	Irena
2865	Moravec	František
2866	Moravec	Jan
2867	Morávek	Cyril
2868	Morávek	Rudolf
2869	Moric	Víazoslav
2870	Mornár	Peter
2871	Moroviè	Ján
2872	Moserová	Jaroslava
2873	Moskal	Václav
2874	Motejlová	Anna
2875	Motlík	Václav
2876	Mottlová	Danuše
2877	Motyèka	Jaroslav
2878	Motı¾	František
2879	Moudrı	Karel
2880	Mouralová-Úlehlová	Viera
2881	Mozga	Pavel
2882	Mráèek	Jaroslav
2883	Mráèek	Karel
2884	Mravec	Ján
2885	Mravec	Ladislav
2886	Mráz	František
2887	Mráz	Ladislav
2888	Mráz	Milan
2889	Mrázek	Karel
2890	Mrázek	Miroslav
2891	Mrázik	Ján
2892	Mrázik	Štefan
2893	Mrskošová	Anna
2894	Mrvová	Irena
2895	Múdry-Šebík	Michal
2896	Mucha	Aleš
2897	Müller	Heinrich
2898	Müller	Jiøí
2899	Müller	Rudolf
2900	Müllerová	Marie
2901	Mùòa	Alois
2902	Muraško	Pavel
2903	Murgaš	Jozef
2904	Murin	Ján
2905	Muroò	Jan
2906	Muric	Anton
2907	Muriè	Anton
2908	Mušal	Jan
2909	Musil	František
2910	Musil	Josef
2911	Musil	Oldøich
2912	Musílek	Jiøí
2913	Muška	Milan
2914	Mynáø	Ivan
2915	Myška	Václav
2916	Myslivec	Václav
2917	Nádhera	Karel
2918	Nádvorník	Robert
2919	Nágr	Josef
2920	Nagy	Gyula
2921	Nagy	Július
2922	Najbrt	Jiøí
2923	Nájemník	Otakar
2924	Najman	Josef Václav
2925	Náprstek	Josef
2926	Návorková	Marie
2927	Navraèiè	Michal
2928	Navrátil	Antonín
2929	Navrátil	František
2930	Navrátil	Gustav
2931	Navrátil	Jaroslav
2932	Návratová	Hana
2933	Nazari-Buøivalová	Marta
2934	Neèas	Jaromír
2935	Nedbálek	Lubomír
2936	Nedìlka	Jan
2937	Nedoma	Josef
2938	Nedvìd	Vladimír
2939	Nehyba	Josef
2940	Nechybová	Anna
2941	Nejedlı	Zdenìk
2942	Nejezchleb	Richard
2943	Nekvasil	Otakar
2944	Nemccsková	Helena
2945	Nemèek	Ján
2946	Nemcová	Veronika
2947	Nìmcová	Dana
2948	Nìmcová	Helena
2949	Nìmcová	Miroslava
2950	Nemcsková	Helena
2951	Nemec	Anton
2952	Nemec	Rudolf
2953	Nìmec	Adolf
2954	Nìmec	Antonín
2955	Nìmec	Bohumil
2956	Nìmec	František
2957	Nìmec	František
2958	Nemetz	Franz
2960	Nìmec	Jan
2961	Nìmec	Jiøí
2962	Nìmec	Josef
2963	Nìmec	Ladislav
2964	Nìmec	Miroslav
2965	Nìmeèek	Rudolf
2966	Nìmeèek	Václav
2967	Németh	Ladislav
2968	Németh	Pavol
2969	Némethová	Zsuzsa
2970	Nentwich	Alfréd
2971	Nepomuckı	Josef
2972	Nepraš	Petr
2973	Nerad	František
2974	Nermu	Jindøich
2975	Netolickı	Josef
2976	Netušilová	Milada
2977	Neubert	Jiøí
2978	Neubert	Karel
2979	Neuman	Alois
2980	Neumann	Jan
2981	Neumann	Stanislav
2982	Neumeister	František
2983	Neurath	Alois
2984	Neuwirth	Hans
2985	Nezhyba	Josef
2986	Nezval	Jan
2987	Nièe	Jaroslav
2988	Nickel	Arthur
2989	Nickerl	Paul
2990	Niederle	Jan
2991	Niedoba	Vladislav
2992	Niedobová	Hildegarda
2993	Nikman	Mikuláš
2994	Nikodém	Václav
2995	Nitsch	Andor
2996	Nitsch	Franz
2997	Niòanskı	Štefan
2998	Nohel	Jan
2999	Nosek	F. Pravoslav
3000	Nosek	František
3001	Nosek	Václav
3002	Nováèek	Zdenko
3003	Novák	Antonín
3004	Novák	František
3005	Novák	František
3006	Novák	František
3007	Novák	Ivo
3008	Novák	Ján
3009	Novák	Jaroslav
3010	Novák	Josef
3011	Novák	Josef
3012	Novák	Josef
3013	Novák	Josef
3014	Novák	Karel
3015	Novák	Ladislav
3016	Novák	Pavel
3017	Novák	Stanislav
3018	Nováková	Marie
3019	Novitzkı	Vojtech
3020	Novomeskı	Ladislav
3021	Novosád	Karel
3022	Novotnı	Antonín
3023	Novotnı	František
3024	Novotnı	František
3025	Novotnı	Ivo
3026	Novotnı	Jan
3027	Novotnı	Jan
3028	Novotnı	Jan
3029	Novotnı	Josef
3030	Novotnı	Karel
3031	Novotnı	Ludvík
3032	Novotnı	Miroslav
3033	Novotnı	Otakar
3034	Novotnı	Pøemysl
3035	Novotnı	Václav
3036	Novı	František
3037	Novı	Jiøí
3038	Novı	Václav
3039	Novı	Vilém
3040	Novı	Vladislav
3041	Nowara	Josef
3042	Nyplová	Marie
3043	Obrlik	Gustav
3044	Obšitníková	Jozefína
3045	Obuchová	Marta
3046	Oberová	Margita
3047	Obzina	Jaromír
3048	Oèenášek	Antonín
3049	Oehlinger	Fritz
3050	Okánik	Ludovít
3051	Okleštìk	František
3052	Oktávec	Josef
3053	Olahová	Elena
3054	Olbracht	Ivan
3055	Oldøich	František
3056	Olej	Jozef
3057	Oliva	Ján
3058	Oliva	Josef
3059	Olšan	Alois
3060	Olšan	Bohuslav
3061	Onderèo	Štefan
3062	Onderek	Zdenìk
3063	Onderka	Jan
3064	Ondrejkoviè	Anton
3065	Ondøich	František
3066	Ondruš	Michal
3067	Ondrušek	Štefan
3068	Opálek	Štefan
3069	Opatrná	Jana
3070	Opletal	Oldøich
3071	Oravec	Tomáš
3072	Oravecz	Imrich
3073	Orban	Peter
3074	Orel	Josef
3075	Oríšek	Martin
3076	Orosz	Ladislav
3077	Ostrı	František
3078	Osúch	Jozef
3079	Otáhal	Oldøich
3080	Otradovec	Antonín
3081	Ovèaèíková	Alena
3082	Pacner	Václav
3083	Pacovskı	Rudolf
3084	Paculík	Michal
3085	Padevìt	Michal
3086	Pajger	Josef
3087	Pakán	Ján
3088	Palas	Josef
3089	Palát	Stanislav
3090	Paleèek	Josef
3091	Paleèek	Rudolf
3092	Palkoska	Ivo
3093	Palkovich	Viktor
3094	Pallauf	Franz
3095	Palme	Franz
3096	Palouš	Martin
3097	Pálová	Viola
3098	Paluga	Milan
3099	Pampúch	Ján
3100	Pancák	Juraj
3101	Panèurová	Júlia
3102	Pándyová	Ildikó
3103	Pánek	Václav
3104	Pánis	Stanislav
3105	Panster	Heribert
3106	Papáèek	Josef
3107	Pápai	Július
3108	Parák	Imrich
3109	Parez	František
3110	Pargáè	Lambert
3111	Paøil	Josef
3112	Paøízek	Karel
3113	Parkanskı	Karol
3114	Partišová	Anna
3115	Paruza	Miroslav
3116	Pašek	Václav
3117	Pásková	Josefa
3118	Paslawski	Jiøí
3119	Passia	Dušan
3120	Pastorková	Elena
3121	Pástorová	Eva
3122	Pastyøík	Josef
3123	Pastyøík	Miroslav
3124	Patejdl	Josef
3125	Patejdlová	Marie
3126	Pátek	Josef
3127	Pátek	Vladimír
3128	Patera	Bohumil
3129	Paková	Anna
3130	Pátková	Boena
3131	Patoèka	Jaromír
3132	Patschová	Zdeòka
3133	Patzak	Johann
3134	Patzel	Josef
3135	Pauko	Jozef
3136	Paul	Oldøich
3137	Paulechová	Mária
3138	Paulík	Ján
3139	Paulíny	Viliam
3140	Paulov	Štefan
3141	Pauloviè	Alexander
3142	Pauly	Jan
3143	Pavel	Josef
3144	Pavelka	Josef
3145	Pavlaèka	Pavel
3146	Pavlán	Jaroslav
3147	Pavlán	Petr
3148	Pavlásek	Vojtìch
3149	Pavlechová	Viera
3150	Pavlenda	Viktor
3151	Pavlíèek	Václav
3152	Pavlík	Ján
3153	Pavlík	Ondrej
3154	Pavlík	Vilém
3155	Pavlík	Vratislav
3156	Pavlov	Juraj
3157	Pavloviè	Alexander
3158	Pavloviè	Alexandr
3159	Pavlovskı	Oldøich
3160	Pavúková	O¾ga
3161	Paák	Alojz
3162	Pazderník	Kvìtoslav
3163	Paická	Irena
3164	Pázmán	Anton
3165	Pázmány	Péter
3166	Paoutová	Bìla
3167	Peèená	Jana
3168	Peck	Karel
3169	Pecka	Vlastimil
3170	Pecha	František
3171	Pecháèek	František
3172	Pecháèek	Karel
3173	Pechman	František
3174	Pechmanová-Klosová	Ludmila
3175	Pechová	Vìra
3176	Pejchal	Filip
3177	Peka	Bohuslav
3178	Pekárek	Jan
3179	Pekaøová	Jana
3180	Peklo	Miloš
3181	Peksa	Jaroslav
3182	Pelikán	Jan
3183	Pelikán	Jiøí
3184	Pelikán	Josef
3185	Pelikánová	Olga
3186	Pelíšek	Jan
3187	Pelnáø	Jan
3188	Pelnáøová	Zdeòka
3189	Peòáz	Josef
3190	Penc	František
3191	Pìnkava	Jan
3192	Pennigerová	Soòa
3193	Pepich	Egyd
3194	Pergler	Karel
3195	Peøich	Václav
3196	Peøinová	Vladimíra
3197	Perkoviè	Anton
3198	Pernica	František
3199	Pernica	Josef
3200	Pernická	Anna
3201	Peroutka	Ferdinand
3202	Peroutka	Martin
3203	Pešák	Jindøich
3204	Pešek	Jan
3205	Pešek	Václav
3206	Pešek	Vladimír
3207	Peschka	Ernst
3208	Peška	Zdenìk
3209	Pešková	Kamila
3210	Pestr	Jan
